Trump,Moving Average,class
0.03719487179487179,-9.961979258998888e-05,UP
0.0160258064516129,-9.920699070287142e-05,UP
0.07721612903225808,-0.00010497384742036431,DOWN
-0.0003789473684210445,-9.5594949817146e-05,UP
-0.23589999999999997,-7.353891494510378e-05,UP
0.15319512195121956,-7.789070184016644e-05,DOWN
-0.08273333333333334,-7.273818368158658e-05,UP
-0.1360551020408163,-6.667850793729002e-05,UP
-0.07469069767441859,-5.805851268902984e-05,UP
-0.07414102564102563,-6.548507793535663e-05,DOWN
0.1865,-5.4416654120315044e-05,UP
0.08321764705882355,-4.9721059680374324e-05,UP
-0.062115625000000035,-4.230156585949274e-05,UP
0.23278249999999998,-4.003308953537399e-05,UP
0.14458499999999996,-2.277183765775348e-05,UP
0.11130500000000003,-2.6712054735256174e-05,DOWN
0.19401956521739133,-2.5576029083262952e-05,UP
0.06744864864864862,-2.5176105423740935e-05,UP
0.010057500000000021,-1.958637260379703e-05,UP
0.0827243243243243,-1.7231001990580808e-05,UP
-0.07033333333333333,-1.5201603895009796e-05,UP
-0.08911463414634145,-2.403854146204587e-05,DOWN
0.09344594594594591,-3.475816394149511e-05,DOWN
-0.0056315789473684345,-3.146275577625701e-05,UP
0.0713162162162162,-3.693580432484467e-05,DOWN
0.10139499999999999,-3.796467118988289e-05,DOWN
-0.09373902439024387,-4.026414675939449e-05,DOWN
-0.048441666666666654,-3.478559852121421e-05,UP
0.23349999999999996,-4.4929593430609316e-05,DOWN
0.0157,-3.227058198640442e-05,UP
0.09320500000000001,-4.557545274441743e-05,DOWN
0.023645714285714298,-3.44748939775652e-05,UP
0.10496666666666665,-2.3632617245361587e-05,UP
0.05548684210526317,-2.5882194897297595e-05,DOWN
-0.02200249999999999,-5.481296187381801e-06,UP
-0.3448724137931035,8.6125932907688e-06,UP
0.4019,1.1387712420374285e-05,UP
0.24818260869565217,1.4249534992405444e-05,UP
-0.085975,-1.1623871170041156e-05,DOWN
0.13726,5.101045617017519e-06,UP
-0.0862142857142857,8.046583688248177e-06,UP
-0.03348421052631579,9.772549982356438e-06,UP
-0.26278823529411766,1.7352892180078072e-05,UP
-0.2089842105263158,8.360336067614327e-05,UP
0.0181272727272727,9.515239455915037e-05,UP
-0.0394176470588235,0.000117397132156416,UP
-0.13638837209302326,0.00013017612218124697,UP
0.03718048780487806,0.00018437938293858203,UP
0.05889285714285712,0.0001380278562412851,DOWN
0.06184285714285712,0.00013322521975656088,DOWN
-0.050927500000000014,0.00020432959803740047,UP
-0.1084395348837209,0.00027702281587815847,UP
-0.07272619047619047,0.00035228707442636065,UP
0.024358333333333333,0.00035708870794715075,UP
-0.048956756756756765,0.0003021935209792659,DOWN
0.0292148936170213,0.00034342857346025824,UP
-0.014104444444444452,0.0003473985461561746,UP
-0.1089886363636364,0.0003336807163913935,DOWN
-0.1393386363636364,0.00026312759309088385,DOWN
-0.11347272727272725,0.00020486922495988047,DOWN
0.0668,0.00018418492806526743,DOWN
0.02400652173913043,0.00020592319262546788,UP
0.021700000000000018,0.0002471782143049772,UP
0.07806590909090909,0.00021333369769904742,DOWN
0.007154285714285726,0.00023650779420303358,UP
0.04246923076923075,0.00022878006237436743,DOWN
0.036452777777777765,0.00024945273733512074,UP
-0.15654090909090904,0.0002666837795728405,UP
0.0015552631578947262,0.00022089816244030835,DOWN
0.0035057142857142834,0.00018927109822874932,DOWN
-0.04223809523809524,0.00018456004377576107,DOWN
-0.03770000000000001,0.000179035967203367,DOWN
-0.0457861111111111,0.000166968973677184,DOWN
0.02073947368421054,0.00017223340369731943,UP
0.05171219512195122,0.00014139826546899492,DOWN
-0.0865875,0.00014317725188472963,UP
-0.00993243243243242,0.0002182626746494165,UP
-0.15244358974358976,0.00019218540498489034,DOWN
0.1430340425531915,0.00017873895465059242,DOWN
-0.09723714285714288,0.00019536717454027297,UP
0.07355833333333332,0.0002195220561500566,UP
0.10486666666666668,0.0002385363171177879,UP
-0.05183611111111112,0.00023554734795494525,DOWN
-0.18104888888888887,0.00019683541372583768,DOWN
0.002264102564102548,0.00020487096973287322,UP
0.23367647058823537,0.0002096325271541133,UP
0.10874516129032259,0.00018578019426507275,DOWN
-0.08556363636363636,0.000168054779633664,DOWN
0.035785714285714296,0.00013331575167296883,DOWN
-0.024638095238095244,0.00015725423654044945,UP
-0.24502222222222228,0.00019952412750678938,UP
0.11238684210526315,0.00021446194875673896,UP
-0.15343684210526312,0.00019747321643581728,DOWN
-0.05539534883720931,0.00018286342912254838,DOWN
0.041431578947368417,0.0002216759659723344,UP
0.0166275,0.00016036489601711779,DOWN
-0.040434146341463424,0.00014408984857738893,DOWN
-0.09670263157894739,0.0001444589891872461,UP
-0.12485833333333335,0.00017383969304307634,UP
-0.14864285714285716,0.00019334975771490015,UP
0.10259473684210527,0.00019505883491977016,UP
0.017292682926829252,0.0001763166093307067,DOWN
0.1875263157894737,0.00019836655643490353,UP
0.07835454545454547,0.00019397685402600118,DOWN
-0.05262142857142856,0.0001445055901594383,DOWN
-0.12431951219512194,0.00014356767426715322,DOWN
0.007367500000000002,0.00013282382817081384,DOWN
-0.005775675675675681,0.00014539445292194308,UP
-0.039755882352941155,0.00016209701835845358,UP
0.04082894736842105,0.0001568355628860374,DOWN
0.03346304347826089,0.00015175009930978867,DOWN
-0.017305263157894733,9.187191428039476e-05,DOWN
-0.09575849056603773,8.21207298400406e-05,DOWN
-0.09448684210526312,8.851524980846293e-05,UP
-0.019633333333333353,8.517602926794154e-05,DOWN
-0.10057346938775512,8.885381261425351e-05,UP
-0.20605333333333337,2.615045652287762e-05,DOWN
-0.10135897435897437,3.009849973478751e-06,DOWN
-0.011684444444444435,-2.1908183385210833e-06,DOWN
-0.050976744186046516,6.187065606511055e-07,UP
-0.0747642857142857,-2.5561607791324548e-05,DOWN
0.08895588235294115,-3.2868736429048084e-05,DOWN
-0.07298780487804879,-4.1299090771662605e-05,DOWN
-0.19127021276595743,-2.441597264812856e-05,UP
-0.0013727272727272729,-2.312802369064393e-05,UP
0.07023684210526315,4.4238626066173126e-05,UP
-0.03401515151515152,2.75372291680398e-05,DOWN
0.024497222222222233,4.31501679287738e-05,UP
0.04526388888888888,9.605103699517059e-06,DOWN
0.008130232558139546,1.1389800821381968e-05,UP
-0.027458974358974358,2.4665629481335216e-05,UP
-0.042028301886792456,2.933229945112359e-05,UP
-0.0403875,3.3124234803283414e-05,UP
-0.013546341463414635,3.738180093426635e-05,UP
-0.0153843137254902,6.066996576237216e-07,DOWN
-0.004804347826086948,1.2451901250987163e-05,UP
0.10117000000000001,4.5596958890392614e-05,UP
-0.07301499999999998,4.319059914870138e-05,DOWN
-0.07617391304347827,5.786196666734966e-05,UP
-0.24584358974358972,5.618087760139723e-05,DOWN
-0.12179749999999998,4.845418690857528e-05,DOWN
-0.015897916666666664,2.2344460198553406e-05,DOWN
-0.04464545454545453,2.7942089306121076e-05,UP
-0.10430943396226416,2.1005968002585362e-05,DOWN
0.0682878048780488,1.1862636894344192e-05,DOWN
-0.011335294117647051,1.39267686238842e-05,UP
-0.12542199999999998,1.063400821421645e-05,DOWN
-0.02530512820512821,3.149186169149054e-05,UP
0.0442769230769231,3.652715635071857e-06,DOWN
0.04059210526315788,2.3991401254086497e-05,UP
0.06996511627906976,2.7322638829652135e-05,UP
-0.005942222222222223,2.9369382018140655e-05,UP
-0.1395970588235294,3.3129352139171786e-05,UP
-0.04451351351351352,2.9234035730851815e-05,DOWN
-0.10620816326530613,-9.473508333357472e-08,DOWN
0.154271052631579,2.1243146238525412e-05,UP
-0.14672857142857146,2.24812253906137e-05,UP
0.03877551020408163,2.1135743780931193e-05,DOWN
0.016260465116279082,5.495184087545013e-06,DOWN
-0.07886153846153846,-1.9617857900167124e-05,DOWN
0.12439696969696973,-2.8504425231723474e-05,DOWN
-0.050123913043478276,-3.31588697373153e-05,DOWN
-0.0471642857142857,-2.9613777795312046e-05,UP
-0.10492,-2.7799721178167758e-05,UP
-0.13614054054054056,-5.334812970936298e-05,DOWN
0.01890975609756096,-4.0089059232695234e-05,UP
0.05835121951219513,-5.1872215095061236e-05,DOWN
0.009414285714285724,-2.9000010588253744e-05,UP
-0.12562926829268292,-3.027708061820178e-05,DOWN
0.006845238095238094,-3.304689883276701e-05,DOWN
-0.034648837209302334,-3.478878769014315e-05,DOWN
-0.03334594594594595,-6.598372785671103e-05,DOWN
-0.08209999999999999,-7.555065865960664e-05,DOWN
-0.015692000000000008,-5.874954191242843e-05,UP
-0.001022727272727256,-3.818027585533734e-05,UP
0.02081250000000001,-3.633893739718452e-05,UP
0.030774468085106376,-4.708308090872748e-05,DOWN
0.026484000000000018,-6.037262523705955e-05,DOWN
-0.01735833333333334,-8.205933662153164e-05,DOWN
-0.15459499999999998,-8.858144064505247e-05,DOWN
-0.08537399999999996,-7.514646790407475e-05,UP
-0.08471315789473684,-7.774154284723167e-05,DOWN
-0.09512599999999999,-8.758949971721108e-05,DOWN
0.11978947368421052,-0.00010746978793463313,DOWN
0.11099142857142853,-9.040778224056467e-05,UP
-0.03486111111111111,-0.00010187145172357859,DOWN
-0.12077209302325581,-0.0001018654916864481,DOWN
-0.0539974358974359,-9.950286273197051e-05,UP
0.061640000000000014,-8.705221667226759e-05,UP
-0.01775,-0.00010343103126886355,DOWN
-0.12619555555555553,-0.00011106341651978546,DOWN
-0.08974255319148941,-0.00011621926551175221,DOWN
0.11975681818181819,-0.00012416124237302206,DOWN
-0.1469586206896552,-0.00012854289446750933,DOWN
0.014055263157894723,-0.00014198702537693286,DOWN
-0.11974081632653062,-0.00013637560172896634,UP
0.08292142857142856,-0.0001383298195578586,DOWN
0.05948367346938777,-0.0001091313169478969,UP
0.05611315789473684,-0.0001332423637092628,DOWN
-0.13691555555555557,-0.0001279772606399554,UP
-0.061515217391304354,-0.00012120026299466957,UP
0.029427659574468093,-7.4922555150847e-05,UP
0.06357391304347826,-0.0001023591075228758,DOWN
-0.06293636363636365,-9.053630781741262e-05,UP
0.015022222222222234,-9.429256161430644e-05,DOWN
-0.15593636363636368,-9.262284008060284e-05,UP
0.0177638888888889,-9.366544250055675e-05,DOWN
0.1770583333333333,-8.773020223795669e-05,UP
-0.11414285714285716,-9.187755828143906e-05,DOWN
0.010183673469387753,-0.00010123463612132788,DOWN
0.13390322580645161,-8.441541753523296e-05,UP
0.04217777777777778,-8.542046397619352e-05,DOWN
0.007494871794871785,-5.1995558040029977e-05,UP
0.22143409090909086,-5.3199393842406906e-05,DOWN
-0.022121276595744678,-2.439939577270067e-05,UP
0.09507291666666667,-3.6296212983621956e-05,DOWN
0.13037249999999997,-2.544813587213035e-05,UP
0.03250000000000001,-2.625881059881152e-05,DOWN
0.09201489361702125,-3.3500024577692855e-05,DOWN
0.11084772727272729,-2.5113081824290617e-05,UP
0.021726388888888892,-4.920507837891108e-05,DOWN
0.12277708333333336,-5.608659086808743e-05,DOWN
0.13309210526315796,-4.966593293542765e-05,UP
0.0021531914893617035,-5.3520500028270135e-05,DOWN
0.11381063829787236,-6.436916085617028e-05,DOWN
-0.032906122448979606,-4.419601066230072e-05,UP
0.09759152542372881,-6.380048196574784e-05,DOWN
-0.027637999999999982,-8.499856960297869e-05,DOWN
0.049818867924528304,-0.00010956863785249737,DOWN
0.25284000000000006,-0.00010358275047095411,UP
-0.007348979591836733,-0.00010939936591514154,DOWN
0.03168857142857143,-9.997452717014355e-05,UP
-0.009580952380952386,-9.621664651038309e-05,UP
